Value for threshold delta;hCat with Epsilon=0.01;hCat with Epsilon=0.001;hCat with Epsilon=0.00010;hCat with Epsilon=0.000010
0.0;6;6;6;6
0.00010;6;6;6;6
0.00020;6;6;6;6
0.00030;6;6;6;6
0.00040;6;6;6;6
0.00050;6;6;6;6
0.00060;6;6;6;6
0.00070;6;6;6;6
0.00080;6;6;6;6
0.00090;6;6;6;6
0.00100;6;6;6;6
0.00110;6;6;6;6
0.00120;6;6;6;6
0.00130;6;6;6;6
0.00140;6;6;6;6
0.00150;6;6;6;6
0.00160;6;6;6;6
0.00170;6;6;6;6
0.00180;6;6;6;6
0.00190;6;6;6;6
0.00200;6;6;6;6
0.00210;6;6;6;6
0.00220;6;6;6;6
0.00230;6;6;6;6
0.00240;6;6;6;6
0.00250;6;6;6;6
0.00260;6;6;6;6
0.00270;6;6;6;6
0.00280;6;6;6;6
0.00290;6;6;6;6
0.00300;6;6;6;6
0.00310;6;6;6;6
0.00320;6;6;6;6
0.00330;6;6;6;6
0.00340;6;6;6;6
0.00350;6;6;6;6
0.00360;6;6;6;6
0.00370;6;6;6;6
0.00380;6;6;6;6
0.00390;6;6;6;6
0.00400;6;6;6;6
0.00410;6;6;6;6
0.00420;6;6;6;6
0.00430;6;6;6;6
0.00440;6;6;6;6
0.00450;6;6;6;6
0.00460;6;6;6;6
0.00470;6;6;6;6
0.00480;6;6;6;6
0.00490;6;6;6;6
0.00500;6;6;6;6
0.00510;6;6;6;6
0.00520;6;6;6;6
0.00530;6;6;6;6
0.00540;6;6;6;6
0.00550;6;6;6;6
0.00560;6;6;6;6
0.00570;6;6;6;6
0.00580;6;6;6;6
0.00590;6;6;6;6
0.00600;6;6;6;6
0.00610;6;6;6;6
0.00620;6;6;6;6
0.00630;6;6;6;6
0.00640;6;6;6;6
0.00650;6;6;6;6
0.00660;6;6;6;6
0.00670;6;6;6;6
0.00680;6;6;6;6
0.00690;6;6;6;6
0.00700;6;6;6;6
0.00710;6;6;6;6
0.00720;6;6;6;6
0.00730;6;6;6;6
0.00740;6;6;6;6
0.00750;6;6;6;6
0.00760;6;6;6;6
0.00770;6;6;6;6
0.00780;6;6;6;6
0.00790;6;6;6;6
0.00800;6;6;6;6
0.00810;6;6;6;6
0.00820;6;6;6;6
0.00830;6;6;6;6
0.00840;6;6;6;6
0.00850;6;6;6;6
0.00860;6;6;6;6
0.00870;6;6;6;6
0.00880;6;6;6;6
0.00890;6;6;6;6
0.00900;6;6;6;6
0.00910;6;6;6;6
0.00920;6;6;6;6
0.00930;6;6;6;6
0.00940;6;6;6;6
0.00950;6;6;6;6
0.00960;6;6;6;6
0.00970;6;6;6;6
0.00980;6;6;6;6
0.00990;6;6;6;6
0.01000;6;6;6;6
0.01010;6;6;6;6
0.01020;6;6;6;6
0.01030;6;6;6;6
0.01040;6;6;6;6
0.01050;6;6;6;6
0.01060;6;6;6;6
0.01070;6;6;6;6
0.01080;6;6;6;6
0.01090;6;6;6;6
0.01100;6;6;6;6
0.01110;6;6;6;6
0.01120;6;6;6;6
0.01130;6;6;6;6
0.01140;6;6;6;6
0.01150;6;6;6;6
0.01160;6;6;6;6
0.01170;6;6;6;6
0.01180;6;6;6;6
0.01190;6;6;6;6
0.01200;6;6;6;6
0.01210;6;6;6;6
0.01220;6;6;6;6
0.01230;6;6;6;6
0.01240;6;6;6;6
0.01250;6;6;6;6
0.01260;6;6;6;6
0.01270;6;6;6;6
0.01280;6;6;6;6
0.01290;6;6;6;6
0.01300;6;6;6;6
0.01310;6;6;6;6
0.01320;6;6;6;6
0.01330;6;6;6;6
0.01340;6;6;6;6
0.01350;6;6;6;6
0.01360;6;6;6;6
0.01370;6;6;6;6
0.01380;6;6;6;6
0.01390;6;6;6;6
0.01400;6;6;6;6
0.01410;6;6;6;6
0.01420;6;6;6;6
0.01430;6;6;6;6
0.01440;6;6;6;6
0.01450;6;6;6;6
0.01460;6;6;6;6
0.01470;6;6;6;6
0.01480;6;6;6;6
0.01490;6;6;6;6
0.01500;6;6;6;6
0.01510;6;6;6;6
0.01520;6;6;6;6
0.01530;6;6;6;6
0.01540;6;6;6;6
0.01550;6;6;6;6
0.01560;6;6;6;6
0.01570;6;6;6;6
0.01580;6;6;6;6
0.01590;6;6;6;6
0.01600;6;6;6;6
0.01610;6;6;6;6
0.01620;6;6;6;6
0.01630;6;6;6;6
0.01640;6;6;6;6
0.01650;6;6;6;6
0.01660;6;6;6;6
0.01670;6;6;6;6
0.01680;6;6;6;6
0.01690;6;6;6;6
0.01700;6;6;6;6
0.01710;6;6;6;6
0.01720;6;6;6;6
0.01730;6;6;6;6
0.01740;6;6;6;6
0.01750;6;6;6;6
0.01760;6;6;6;6
0.01770;6;6;6;6
0.01780;6;6;6;6
0.01790;6;6;6;6
0.01800;6;6;6;6
0.01810;6;6;6;6
0.01820;6;6;6;6
0.01830;6;6;6;6
0.01840;6;6;6;6
0.01850;6;6;6;6
0.01860;6;6;6;6
0.01870;6;6;6;6
0.01880;6;6;6;6
0.01890;6;6;6;6
0.01900;6;6;6;6
0.01910;6;6;6;6
0.01920;6;6;6;6
0.01930;6;6;6;6
0.01940;6;6;6;6
0.01950;6;6;6;6
0.01960;6;6;6;6
0.01970;6;6;6;6
0.01980;6;6;6;6
0.01990;6;6;6;6
0.02000;6;6;6;6
0.02010;6;6;6;6
0.02020;6;6;6;6
0.02030;6;6;6;6
0.02040;6;6;6;6
0.02050;6;6;6;6
0.02060;6;6;6;6
0.02070;6;6;6;6
0.02080;6;6;6;6
0.02090;6;6;6;6
0.02100;6;6;6;6
0.02110;6;6;6;6
0.02120;6;6;6;6
0.02130;6;6;6;6
0.02140;6;6;6;6
0.02150;6;6;6;6
0.02160;6;6;6;6
0.02170;6;6;6;6
0.02180;6;6;6;6
0.02190;6;6;6;6
0.02200;6;6;6;6
0.02210;6;6;6;6
0.02220;6;6;6;6
0.02230;6;6;6;6
0.02240;6;6;6;6
0.02250;6;6;6;6
0.02260;6;6;6;6
0.02270;6;6;6;6
0.02280;6;6;6;6
0.02290;6;6;6;6
0.02300;6;6;6;6
0.02310;6;6;6;6
0.02320;6;6;6;6
0.02330;6;6;6;6
0.02340;6;6;6;6
0.02350;6;6;6;6
0.02360;6;6;6;6
0.02370;6;6;6;6
0.02380;6;6;6;6
0.02390;6;6;6;6
0.02400;6;6;6;6
0.02410;6;6;6;6
0.02420;6;6;6;6
0.02430;6;6;6;6
0.02440;6;6;6;6
0.02450;6;6;6;6
0.02460;6;6;6;6
0.02470;6;6;6;6
0.02480;6;6;6;6
0.02490;6;6;6;6
0.02500;6;6;6;6
0.02510;6;6;6;6
0.02520;6;6;6;6
0.02530;6;6;6;6
0.02540;6;6;6;6
0.02550;6;6;6;6
0.02560;6;6;6;6
0.02570;6;6;6;6
0.02580;6;6;6;6
0.02590;6;6;6;6
0.02600;6;6;6;6
0.02610;6;6;6;6
0.02620;6;6;6;6
0.02630;6;6;6;6
0.02640;6;6;6;6
0.02650;6;6;6;6
0.02660;6;6;6;6
0.02670;6;6;6;6
0.02680;6;6;6;6
0.02690;6;6;6;6
0.02700;6;6;6;6
0.02710;6;6;6;6
0.02720;6;6;6;6
0.02730;6;6;6;6
0.02740;6;6;6;6
0.02750;6;6;6;6
0.02760;6;6;6;6
0.02770;6;6;6;6
0.02780;6;6;6;6
0.02790;6;6;6;6
0.02800;6;6;6;6
0.02810;6;6;6;6
0.02820;6;6;6;6
0.02830;6;6;6;6
0.02840;6;6;6;6
0.02850;6;6;6;6
0.02860;6;6;6;6
0.02870;6;6;6;6
0.02880;6;6;6;6
0.02890;6;6;6;6
0.02900;6;6;6;6
0.02910;6;6;6;6
0.02920;6;6;6;6
0.02930;6;6;6;6
0.02940;6;6;6;6
0.02950;4;4;4;4
0.02960;6;6;6;6
0.02970;6;6;6;6
0.02980;6;6;6;6
0.02990;6;6;6;6
0.03000;6;6;6;6
0.03010;6;6;6;6
0.03020;6;6;6;6
0.03030;6;6;6;6
0.03040;6;6;6;6
0.03050;6;6;6;6
0.03060;6;6;6;6
0.03070;6;6;6;6
0.03080;6;6;6;6
0.03090;6;6;6;6
0.03100;6;6;6;6
0.03110;6;6;6;6
0.03120;6;6;6;6
0.03130;6;6;6;6
0.03140;6;6;6;6
0.03150;6;6;6;6
0.03160;6;6;6;6
0.03170;6;6;6;6
0.03180;6;6;6;6
0.03190;6;6;6;6
0.03200;6;6;6;6
0.03210;6;6;6;6
0.03220;6;6;6;6
0.03230;6;6;6;6
0.03240;6;6;6;6
0.03250;6;6;6;6
0.03260;6;6;6;6
0.03270;6;6;6;6
0.03280;6;6;6;6
0.03290;6;6;6;6
0.03300;6;6;6;6
0.03310;6;6;6;6
0.03320;6;6;6;6
0.03330;6;6;6;6
0.03340;6;6;6;6
0.03350;6;6;6;6
0.03360;6;6;6;6
0.03370;6;6;6;6
0.03380;6;6;6;6
0.03390;6;6;6;6
0.03400;6;6;6;6
0.03410;6;6;6;6
0.03420;6;6;6;6
0.03430;6;6;6;6
0.03440;6;6;6;6
0.03450;4;4;4;4
0.03460;4;4;4;4
0.03470;6;6;6;6
0.03480;6;6;6;6
0.03490;6;6;6;6
0.03500;6;6;6;6
0.03510;6;6;6;6
0.03520;6;6;6;6
0.03530;6;6;6;6
0.03540;6;6;6;6
0.03550;6;6;6;6
0.03560;6;6;6;6
0.03570;6;6;6;6
0.03580;6;6;6;6
0.03590;6;6;6;6
0.03600;6;6;6;6
0.03610;6;6;6;6
0.03620;6;6;6;6
0.03630;6;6;6;6
0.03640;6;6;6;6
0.03650;6;6;6;6
0.03660;6;6;6;6
0.03670;6;6;6;6
0.03680;6;6;6;6
0.03690;6;6;6;6
0.03700;6;6;6;6
0.03710;6;6;6;6
0.03720;6;6;6;6
0.03730;6;6;6;6
0.03740;6;6;6;6
0.03750;6;6;6;6
0.03760;6;6;6;6
0.03770;6;6;6;6
0.03780;6;6;6;6
0.03790;6;6;6;6
0.03800;6;6;6;6
0.03810;6;6;6;6
0.03820;6;6;6;6
0.03830;6;6;6;6
0.03840;6;6;6;6
0.03850;6;6;6;6
0.03860;6;6;6;6
0.03870;6;6;6;6
0.03880;6;6;6;6
0.03890;6;6;6;6
0.03900;6;6;6;6
0.03910;6;6;6;6
0.03920;6;6;6;6
0.03930;6;6;6;6
0.03940;6;6;6;6
0.03950;6;6;6;6
0.03960;6;4;4;4
0.03970;4;4;4;4
0.03980;4;6;6;6
0.03990;6;6;6;6
0.04000;6;6;6;6
0.04010;6;6;6;6
0.04020;6;6;6;6
0.04030;6;6;6;6
0.04040;6;6;6;6
0.04050;6;6;6;6
0.04060;4;4;4;4
0.04070;4;4;4;4
0.04080;4;4;4;4
0.04090;4;4;4;4
0.04100;4;4;4;4
0.04110;6;6;6;6
0.04120;6;6;6;6
0.04130;6;6;6;6
0.04140;6;6;6;6
0.04150;6;6;6;6
0.04160;6;6;6;6
0.04170;6;6;6;6
0.04180;6;6;6;6
0.04190;6;6;6;6
0.04200;6;6;6;6
0.04210;6;6;6;6
0.04220;6;6;6;6
0.04230;6;6;6;6
0.04240;6;6;6;6
0.04250;6;6;6;6
0.04260;6;6;6;6
0.04270;6;6;6;6
0.04280;6;6;6;6
0.04290;6;6;6;6
0.04300;6;6;6;6
0.04310;6;6;6;6
0.04320;6;6;6;6
0.04330;6;6;6;6
0.04340;6;6;6;6
0.04350;6;6;6;6
0.04360;6;6;6;6
0.04370;6;6;6;6
0.04380;6;6;6;6
0.04390;6;6;6;6
0.04400;6;6;6;6
0.04410;6;6;6;6
0.04420;6;6;6;6
0.04430;6;6;6;6
0.04440;6;6;6;6
0.04450;6;6;6;6
0.04460;6;6;6;6
0.04470;6;6;6;6
0.04480;6;6;6;6
0.04490;6;6;6;6
0.04500;6;6;6;6
0.04510;4;4;4;4
0.04520;4;4;4;4
0.04530;6;6;6;6
0.04540;6;6;6;6
0.04550;6;6;6;6
0.04560;6;6;6;6
0.04570;6;6;6;6
0.04580;6;6;6;6
0.04590;6;6;6;6
0.04600;6;6;6;6
0.04610;6;6;6;6
0.04620;6;6;6;6
0.04630;6;6;6;6
0.04640;6;6;6;6
0.04650;6;6;6;6
0.04660;6;6;6;6
0.04670;6;6;6;6
0.04680;6;6;6;6
0.04690;6;6;6;6
0.04700;6;6;6;6
0.04710;6;6;6;6
0.04720;6;6;6;6
0.04730;6;6;6;6
0.04740;6;6;6;6
0.04750;6;6;6;6
0.04760;6;6;6;6
0.04770;6;6;6;6
0.04780;6;6;6;6
0.04790;6;6;6;6
0.04800;6;6;6;6
0.04810;4;4;4;4
0.04820;4;4;4;4
0.04830;4;4;4;4
0.04840;4;4;4;4
0.04850;4;4;4;4
0.04860;4;4;4;4
0.04870;4;4;4;4
0.04880;6;6;6;6
0.04890;6;6;6;6
0.04900;6;6;6;6
0.04910;6;6;6;6
0.04920;6;6;6;6
0.04930;6;6;6;6
0.04940;6;6;6;6
0.04950;6;6;6;6
0.04960;6;6;6;6
0.04970;6;6;6;6
0.04980;6;6;6;6
0.04990;6;6;6;6
0.05000;6;6;6;6
0.05010;6;6;6;6
0.05020;6;6;6;6
0.05030;6;6;6;6
0.05040;6;6;6;6
0.05050;6;6;6;6
0.05060;6;6;6;6
0.05070;6;6;6;6
0.05080;6;6;6;6
0.05090;6;6;6;6
0.05100;6;6;6;6
0.05110;6;6;6;6
0.05120;6;6;6;6
0.05130;6;6;6;6
0.05140;6;6;6;6
0.05150;6;6;6;6
0.05160;6;6;6;6
0.05170;6;6;6;6
0.05180;6;6;6;6
0.05190;6;6;6;6
0.05200;6;6;6;6
0.05210;6;6;6;6
0.05220;6;6;6;6
0.05230;6;6;6;6
0.05240;4;4;4;4
0.05250;4;4;4;4
0.05260;4;4;4;4
0.05270;4;4;4;4
0.05280;6;6;6;6
0.05290;6;6;6;6
0.05300;6;6;6;6
0.05310;6;6;6;6
0.05320;6;6;6;6
0.05330;6;6;6;6
0.05340;6;6;6;6
0.05350;6;6;6;6
0.05360;6;6;6;6
0.05370;6;6;6;6
0.05380;6;6;6;6
0.05390;6;6;6;6
0.05400;6;6;6;6
0.05410;6;6;6;6
0.05420;6;6;6;6
0.05430;6;6;6;6
0.05440;6;6;6;6
0.05450;6;6;6;6
0.05460;6;6;6;6
0.05470;6;6;6;6
0.05480;6;6;6;6
0.05490;6;6;6;6
0.05500;6;6;6;6
0.05510;6;6;6;6
0.05520;6;6;6;6
0.05530;6;6;6;6
0.05540;6;6;6;6
0.05550;6;6;6;6
0.05560;6;6;6;6
0.05570;6;6;6;6
0.05580;6;6;6;6
0.05590;6;6;6;6
0.05600;6;6;6;6
0.05610;6;6;6;6
0.05620;6;6;6;6
0.05630;6;6;6;6
0.05640;6;6;6;6
0.05650;6;6;6;6
0.05660;6;6;6;6
0.05670;6;6;6;6
0.05680;6;6;6;6
0.05690;6;6;6;6
0.05700;6;6;6;6
0.05710;6;6;6;6
0.05720;6;6;6;6
0.05730;6;6;6;6
0.05740;6;6;6;6
0.05750;6;6;6;6
0.05760;6;6;6;6
0.05770;6;6;6;6
0.05780;6;6;6;6
0.05790;6;6;6;6
0.05800;6;6;6;6
0.05810;6;6;6;6
0.05820;6;6;6;6
0.05830;6;6;6;6
0.05840;6;6;6;6
0.05850;6;6;6;6
0.05860;6;6;6;6
0.05870;6;6;6;6
0.05880;6;6;6;6
0.05890;6;6;6;6
0.05900;6;6;6;6
0.05910;6;6;6;6
0.05920;6;6;6;6
0.05930;6;6;6;6
0.05940;6;6;6;6
0.05950;6;6;6;6
0.05960;6;6;6;6
0.05970;6;6;6;6
0.05980;6;6;6;6
0.05990;6;6;6;6
0.06000;6;6;6;6
0.06010;6;6;6;6
0.06020;6;6;6;6
0.06030;6;6;6;6
0.06040;6;6;6;6
0.06050;6;6;6;6
0.06060;6;6;6;6
0.06070;6;6;6;6
0.06080;6;6;6;6
0.06090;6;6;6;6
0.06100;6;6;6;6
0.06110;6;6;6;6
0.06120;6;6;6;6
0.06130;6;6;6;6
0.06140;6;6;6;6
0.06150;6;6;6;6
0.06160;6;6;6;6
0.06170;6;6;6;6
0.06180;4;6;6;6
0.06190;4;4;4;4
0.06200;4;4;4;4
0.06210;4;4;4;4
0.06220;4;4;4;4
0.06230;6;6;6;6
0.06240;6;6;6;6
0.06250;6;6;6;6
0.06260;6;6;6;6
0.06270;6;6;6;6
0.06280;6;6;6;6
0.06290;6;6;6;6
0.06300;6;6;6;6
0.06310;6;6;6;6
0.06320;6;6;6;6
0.06330;6;6;6;6
0.06340;6;6;6;6
0.06350;6;6;6;6
0.06360;6;6;6;6
0.06370;6;6;6;6
0.06380;6;6;6;6
0.06390;6;6;6;6
0.06400;6;6;6;6
0.06410;6;6;6;6
0.06420;6;6;6;6
0.06430;6;6;6;6
0.06440;6;6;6;6
0.06450;6;6;6;6
0.06460;6;6;6;6
0.06470;6;6;6;6
0.06480;6;6;6;6
0.06490;6;6;6;6
0.06500;6;6;6;6
0.06510;6;6;6;6
0.06520;6;6;6;6
0.06530;6;6;6;6
0.06540;6;6;6;6
0.06550;6;6;6;6
0.06560;6;6;6;6
0.06570;6;6;6;6
0.06580;6;6;6;6
0.06590;6;6;6;6
0.06600;6;6;6;6
0.06610;6;6;6;6
0.06620;6;6;6;6
0.06630;6;6;6;6
0.06640;6;6;6;6
0.06650;6;6;6;6
0.06660;6;6;6;6
0.06670;6;6;6;6
0.06680;6;6;6;6
0.06690;6;6;6;6
0.06700;6;6;6;6
0.06710;6;6;6;6
0.06720;6;6;6;6
0.06730;6;6;6;6
0.06740;6;6;6;6
0.06750;6;6;6;6
0.06760;6;6;6;6
0.06770;6;6;6;6
0.06780;6;6;6;6
0.06790;6;6;6;6
0.06800;6;6;6;6
0.06810;6;6;6;6
0.06820;6;6;6;6
0.06830;6;6;6;6
0.06840;6;6;6;6
0.06850;6;6;6;6
0.06860;6;6;6;6
0.06870;6;6;6;6
0.06880;6;6;6;6
0.06890;6;6;6;6
0.06900;6;6;6;6
0.06910;6;6;6;6
0.06920;6;6;6;6
0.06930;6;6;6;6
0.06940;6;6;6;6
0.06950;6;6;6;6
0.06960;6;6;6;6
0.06970;6;6;6;6
0.06980;6;6;6;6
0.06990;6;6;6;6
0.07000;6;6;6;6
0.07010;6;6;6;6
0.07020;6;6;6;6
0.07030;6;6;6;6
0.07040;6;6;6;6
0.07050;6;6;6;6
0.07060;6;6;6;6
0.07070;6;6;6;6
0.07080;6;6;6;6
0.07090;6;6;6;6
0.07100;6;6;6;6
0.07110;6;6;6;6
0.07120;6;6;6;6
0.07130;6;6;6;6
0.07140;4;6;4;4
0.07150;4;4;4;4
0.07160;4;4;4;4
0.07170;4;4;4;4
0.07180;4;4;4;4
0.07190;4;4;4;4
0.07200;4;4;4;4
0.07210;4;4;4;4
0.07220;4;4;4;4
0.07230;4;4;4;4
0.07240;4;4;4;4
0.07250;4;4;4;4
0.07260;4;4;4;4
0.07270;4;4;4;4
0.07280;4;4;4;4
0.07290;4;4;4;4
0.07300;4;4;4;4
0.07310;4;4;4;4
0.07320;4;4;4;4
0.07330;4;4;4;4
0.07340;4;4;4;4
0.07350;4;4;4;4
0.07360;4;4;4;4
0.07370;4;4;4;4
0.07380;4;4;4;4
0.07390;4;4;4;4
0.07400;4;4;4;4
0.07410;4;4;4;4
0.07420;4;4;4;4
0.07430;4;4;4;4
0.07440;4;4;4;4
0.07450;4;4;4;4
0.07460;4;4;4;4
0.07470;4;4;4;4
0.07480;4;4;4;4
0.07490;4;4;4;4
0.07500;4;4;4;4
0.07510;4;4;4;4
0.07520;4;4;4;4
0.07530;4;4;4;4
0.07540;4;4;4;4
0.07550;6;4;4;4
0.07560;6;4;4;4
0.07570;4;4;4;4
0.07580;4;4;4;4
0.07590;4;4;4;4
0.07600;4;4;4;4
0.07610;4;4;4;4
0.07620;4;4;4;4
0.07630;4;4;4;4
0.07640;4;4;4;4
0.07650;4;4;6;6
0.07660;6;6;6;6
0.07670;6;6;6;6
0.07680;6;6;6;6
0.07690;6;6;6;6
0.07700;6;6;6;6
0.07710;6;6;6;6
0.07720;6;6;6;6
0.07730;6;6;6;6
0.07740;6;6;6;6
0.07750;6;6;6;6
0.07760;6;6;6;6
0.07770;6;6;6;6
0.07780;6;6;6;6
0.07790;6;6;6;6
0.07800;6;6;6;6
0.07810;6;6;6;6
0.07820;6;6;6;6
0.07830;6;6;6;6
0.07840;6;6;6;6
0.07850;6;6;6;6
0.07860;6;6;6;6
0.07870;6;6;6;6
0.07880;6;6;6;6
0.07890;6;6;6;6
0.07900;6;6;6;6
0.07910;6;6;6;6
0.07920;6;6;6;6
0.07930;6;6;6;6
0.07940;6;6;6;6
0.07950;6;6;6;6
0.07960;6;6;6;6
0.07970;6;6;6;6
0.07980;6;6;6;6
0.07990;6;6;6;6
0.08000;6;6;6;6
0.08010;6;6;6;6
0.08020;6;6;6;6
0.08030;6;6;6;6
0.08040;6;6;6;6
0.08050;6;6;6;6
0.08060;6;6;6;6
0.08070;6;6;6;6
0.08080;6;6;6;6
0.08090;6;6;6;6
0.08100;6;6;6;6
0.08110;6;6;6;6
0.08120;6;6;6;6
0.08130;6;6;6;6
0.08140;6;6;6;6
0.08150;6;6;6;6
0.08160;6;6;6;6
0.08170;6;6;6;6
0.08180;6;6;6;6
0.08190;6;6;6;6
0.08200;6;6;6;6
0.08210;6;6;6;6
0.08220;6;6;6;6
0.08230;6;6;6;6
0.08240;6;6;6;6
0.08250;6;4;4;4
0.08260;6;4;4;4
0.08270;4;4;4;4
0.08280;4;4;4;4
0.08290;4;4;4;4
0.08300;4;4;4;4
0.08310;4;4;4;4
0.08320;4;4;4;4
0.08330;4;4;4;4
0.08340;4;4;4;4
0.08350;4;4;4;4
0.08360;4;4;4;4
0.08370;4;4;4;4
0.08380;4;4;4;4
0.08390;4;4;4;4
0.08400;4;4;4;4
0.08410;4;4;4;4
0.08420;4;4;4;4
0.08430;4;4;4;4
0.08440;4;4;4;4
0.08450;4;4;4;4
0.08460;4;4;4;4
0.08470;4;4;4;4
0.08480;4;4;4;4
0.08490;4;4;4;4
0.08500;4;4;4;4
0.08510;4;4;4;4
0.08520;4;4;4;4
0.08530;4;4;4;4
0.08540;4;4;4;4
0.08550;4;4;4;4
0.08560;4;4;4;4
0.08570;4;4;4;4
0.08580;4;4;4;4
0.08590;4;4;4;4
0.08600;4;4;4;4
0.08610;4;4;4;4
0.08620;4;4;4;4
0.08630;4;4;4;4
0.08640;4;4;4;4
0.08650;4;4;4;4
0.08660;4;4;4;4
0.08670;4;4;4;4
0.08680;4;4;4;4
0.08690;4;4;4;4
0.08700;4;4;4;4
0.08710;4;4;4;4
0.08720;4;4;4;4
0.08730;4;4;4;4
0.08740;4;4;4;4
0.08750;4;4;4;4
0.08760;4;4;4;4
0.08770;4;6;6;6
0.08780;4;6;6;6
0.08790;6;6;6;6
0.08800;6;6;6;6
0.08810;6;6;6;6
0.08820;6;6;6;6
0.08830;6;6;6;6
0.08840;6;6;6;6
0.08850;6;6;6;6
0.08860;6;6;6;6
0.08870;6;6;6;6
0.08880;6;6;6;6
0.08890;6;6;6;6
0.08900;6;6;6;6
0.08910;6;6;6;6
0.08920;6;6;6;6
0.08930;6;6;6;6
0.08940;6;6;6;6
0.08950;6;6;6;6
0.08960;6;6;6;6
0.08970;6;6;6;6
0.08980;6;6;6;6
0.08990;6;6;6;6
0.09000;6;6;6;6
0.09010;6;6;6;6
0.09020;6;6;6;6
0.09030;6;6;6;6
0.09040;6;6;6;6
0.09050;6;6;6;6
0.09060;6;6;6;6
0.09070;6;6;6;6
0.09080;6;6;6;6
0.09090;6;6;6;6
0.09100;6;6;6;6
0.09110;6;6;6;6
0.09120;6;6;6;6
0.09130;6;6;6;6
0.09140;6;6;6;6
0.09150;6;6;6;6
0.09160;6;6;6;6
0.09170;6;6;6;6
0.09180;6;6;6;6
0.09190;6;6;6;6
0.09200;6;6;6;6
0.09210;6;6;6;6
0.09220;6;6;6;6
0.09230;6;6;6;6
0.09240;6;6;6;6
0.09250;6;6;6;6
0.09260;6;6;6;6
0.09270;6;6;6;6
0.09280;6;6;6;6
0.09290;6;6;6;6
0.09300;6;6;6;6
0.09310;6;6;6;6
0.09320;6;6;6;6
0.09330;6;6;6;6
0.09340;6;6;6;6
0.09350;6;6;6;6
0.09360;6;6;6;6
0.09370;6;6;6;6
0.09380;6;6;6;6
0.09390;6;6;6;6
0.09400;6;6;6;6
0.09410;6;6;6;6
0.09420;6;6;6;6
0.09430;6;6;6;6
0.09440;6;6;6;6
0.09450;6;6;6;6
0.09460;6;6;6;6
0.09470;6;6;6;6
0.09480;6;6;6;6
0.09490;6;4;4;4
0.09500;6;4;4;4
0.09510;6;4;4;4
0.09520;4;4;4;4
0.09530;4;4;4;4
0.09540;4;4;4;4
0.09550;4;4;4;4
0.09560;4;4;4;4
0.09570;4;4;4;4
0.09580;4;4;4;4
0.09590;4;4;4;4
0.09600;4;4;4;4
0.09610;4;4;4;4
0.09620;4;4;4;4
0.09630;4;4;4;4
0.09640;4;4;4;4
0.09650;4;4;4;4
0.09660;4;4;4;4
0.09670;4;4;4;4
0.09680;4;4;4;4
0.09690;4;4;4;4
0.09700;4;4;4;4
0.09710;4;4;4;4
0.09720;4;4;4;4
0.09730;4;4;4;4
0.09740;4;4;4;4
0.09750;4;4;4;4
0.09760;4;4;4;4
0.09770;4;4;4;4
0.09780;4;4;4;4
0.09790;4;4;4;4
0.09800;4;4;4;4
0.09810;4;4;4;4
0.09820;4;4;4;4
0.09830;4;4;4;4
0.09840;4;4;4;4
0.09850;4;4;4;4
0.09860;4;4;4;4
0.09870;4;4;4;4
0.09880;4;4;4;4
0.09890;4;4;4;4
0.09900;4;4;4;4
0.09910;4;4;4;4
0.09920;4;4;4;4
0.09930;4;4;4;4
0.09940;4;4;4;4
0.09950;4;4;4;4
0.09960;4;4;4;4
0.09970;4;4;4;4
0.09980;4;4;4;4
0.09990;4;4;4;4
0.10000;4;4;4;4
0.10010;4;4;4;4
0.10020;4;4;4;4
0.10030;4;4;4;4
0.10040;4;4;4;4
0.10050;4;4;4;4
0.10060;4;4;4;4
0.10070;4;4;4;4
0.10080;4;4;4;4
0.10090;4;4;4;4
0.10100;4;4;4;4
0.10110;4;4;4;4
0.10120;4;4;4;4
0.10130;4;4;4;4
0.10140;4;4;4;4
0.10150;4;4;4;4
0.10160;4;4;4;4
0.10170;4;4;4;4
0.10180;4;4;4;4
0.10190;4;4;4;4
0.10200;4;4;4;4
0.10210;4;4;4;4
0.10220;4;4;4;4
0.10230;4;4;4;4
0.10240;4;4;4;4
0.10250;4;4;4;4
0.10260;4;4;4;4
0.10270;4;4;4;4
0.10280;4;4;4;4
0.10290;4;4;4;4
0.10300;4;4;4;4
0.10310;4;4;4;4
0.10320;4;4;4;4
0.10330;4;4;4;4
0.10340;4;4;4;4
0.10350;4;4;4;4
0.10360;4;4;4;4
0.10370;4;4;4;4
0.10380;4;4;4;4
0.10390;4;4;4;4
0.10400;4;4;4;4
0.10410;4;4;4;4
0.10420;4;4;4;4
0.10430;4;4;4;4
0.10440;4;4;4;4
0.10450;4;4;4;4
0.10460;4;4;4;4
0.10470;4;4;4;4
0.10480;4;4;4;4
0.10490;4;4;4;4
0.10500;4;4;4;4
0.10510;4;4;4;4
0.10520;4;4;4;4
0.10530;4;4;4;4
0.10540;4;4;4;4
0.10550;4;4;4;4
0.10560;4;4;4;4
0.10570;4;4;4;4
0.10580;4;4;4;4
0.10590;4;4;4;4
0.10600;4;4;4;4
0.10610;4;4;4;4
0.10620;4;4;4;4
0.10630;4;4;4;4
0.10640;4;4;4;4
0.10650;4;4;4;4
0.10660;4;4;4;4
0.10670;4;4;4;4
0.10680;4;4;4;4
0.10690;4;4;4;4
0.10700;4;4;4;4
