AF;Ext;Ranking;Grounded
<{ A1, A0 },[(A1,A1), (A0,A0)]>;{};{A1=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A2), (A0,A0), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.4772478360054888005124308835292080, A0=0.4772478360054888005124308835292080};{}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A0), (A0,A0), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.3819558289892980161727053362559634};{}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A1), (A0,A0), (A0,A2)]>;{};{A1=0.5059093390643203318008789121028565, A2=0.4708391221765980976995380196037353, A0=0.6180371352785145888594164456233422};{}
<{ A1, A2, A0 },[(A1,A2), (A2,A1), (A0,A0), (A0,A2), (A1,A0)]>;{A1};{A1=0.6823178725614911278657787208368868, A2=0.4655617626703580843531289797873771, A0=0.4655617626703580843531289797873771};{}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A0), (A2,A1), (A0,A1)]>;{A2};{A1=0.3731253114398518197808161800806915, A2=0.7282525061596426556981828888799331, A0=0.5786090863799407852495993259792405};{}
<{ A1, A2, A0 },[(A1,A2), (A2,A0), (A2,A1), (A0,A1), (A1,A0)]>;{A2};{A1=0.4655617626703580843531289797873771, A2=0.6823178725614911278657787208368868, A0=0.4655617626703580843531289797873771};{}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A0), (A2,A2), (A0,A0)]>;{};{A1=0.6180371352785145888594164456233422, A2=0.4772646427497577698327247939582813, A0=0.5045904724123526076224887956463631};{}
<{ A1, A2, A0 },[(A1,A2), (A2,A0), (A0,A0), (A0,A2), (A1,A0)]>;{A1};{A1=1, A2=0.4238569183260050296398944694325345, A0=0.3593080809237791340983480027366828};{A1}
<{ A1, A2, A0 },[(A1,A2), (A2,A1), (A2,A2), (A0,A0), (A0,A2), (A1,A0)]>;{A1};{A1=0.7197210158479489758676455258319217, A2=0.3893737506632183936010904611542512, A0=0.4589683915898389153713125438969776};{}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A2), (A0,A0), (A0,A2), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.4006352429080764073846526315125837, A0=0.4772478360054888005124308835292080};{}
<{ A1, A0 },[(A1,A1), (A0,A0), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A0=0.4772478360054888005124308835292080};{}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A1), (A2,A2), (A0,A0), (A1,A0)]>;{};{A1=0.4999885559955139502414684946556499, A2=0.4999885559955139502414684946556499, A0=0.4999885559955139502414684946556499};{}
<{ A1, A2, A0 },[(A1,A2), (A2,A2), (A0,A0), (A0,A1), (A0,A2), (A1,A0)]>;{A1};{A1=0.6823178725614911278657787208368868, A2=0.3934758076977316886493852992712425, A0=0.4655617626703580843531289797873771};{}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A1), (A2,A2), (A0,A0), (A0,A1)]>;{};{A1=0.3945580563245952780717820878324547, A2=0.5217997158133329970731779031403429, A0=0.6180327868852459016393442622950820};{}
<{ A1, A2, A0 },[(A1,A2), (A2,A0), (A2,A1), (A0,A0), (A0,A1), (A1,A0)]>;{A2};{A1=0.4840118128515936291964071547641483, A2=0.6738253731787005603040727674634888, A0=0.3921369778120223160100009097449686};{}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A1), (A2,A2), (A0,A1), (A1,A0)]>;{A0};{A1=0.3802926277911410277009619347388843, A2=0.5249081351881087030056668412070601, A0=0.7245081566812483400623679547363505};{}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A1), (A0,A0), (A0,A2), (A1,A0)]>;{};{A1=0.4999885559955139502414684946556499, A2=0.4999885559955139502414684946556499, A0=0.4999885559955139502414684946556499};{}
<{ A1, A2, A0 },[(A1,A2), (A2,A0), (A2,A2), (A0,A0), (A0,A2), (A1,A0)]>;{A1};{A1=1, A2=0.3660377358490566037735849056603773, A0=0.3660377358490566037735849056603773};{A1}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A0), (A2,A1), (A2,A2), (A0,A1)]>;{A0};{A1=0.3892697979668463997509165056861864, A2=0.5229382478246622419434835315815426, A0=0.6566103543801471436621256022090373};{}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A0), (A2,A2), (A0,A0), (A0,A1)]>;{};{A1=0.4999885559955139502414684946556499, A2=0.4999885559955139502414684946556499, A0=0.4999885559955139502414684946556499};{}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A0), (A2,A1), (A0,A0), (A0,A2)]>;{};{A1=0.4999885559955139502414684946556499, A2=0.4999885559955139502414684946556499, A0=0.4999885559955139502414684946556499};{}
"ExactGeneralRankingBasedExtensionReasoner RESULTS
----------
Postulate                                            posInstances notApplicable negInstances
Admissibility                                        128          0             1
CF-Reinstatement                                     74           0             1
Conflict-Free                                        500          0             0
Defense                                              128          0             1
Directionality                                       500          0             0
I-Maximality                                         500          0             0
Irrelevance of Necessarily Rejected Arguments (INRA) 71           0             1
Modularization                                       74           0             1
Naivety                                              3            0             1
Reduct Admissibility                                 220          0             1
Reinstatement                                        74           0             1
SCC Decomposability                                  71           0             1
Semi-Qualified Admissibility                         500          0             0
Strong Admissibility                                 2            0             1
Weak Reinstatement                                   74           0             1
"
